,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,from,zipcode,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2
7546,515,7.0,0,13,2,21,22,10,10.0,15,5,535.0,1,-0.19,1,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,1,9.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,2.0,23.0,Nonfiction writing,6.0,2.0,8.0,5.0,Kansas,"67,111",1.0,6.0,3.0,Writer/journalist,16.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,6.0,20.0,20.0,20.0,15.0,10.0,15.0,25.0,10.0,15.0,25.0,15.0,10.0,30.0,15.0,20.0,15.0,5.0,15.0,8.0,10.0,8.0,10.0,8.0,1,7.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,0.0,1.0,2.0,1.0,2.0,25.0,25.0,25.0,10.0,5.0,10.0,30.0,15.0,15.0,15.0,10.0,5.0,40.0,15.0,15.0,15.0,5.0,10.0,8.0,10.0,10.0,7.0,8.0
7568,516,8.0,0,15,2,21,22,18,18.0,1,5,535.0,1,0.46,0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,1,9.0,7.0,9.0,8.0,8.0,6.0,10.0,10.0,1.0,27.0,Biochemistry & Molecular Biophysics,10.0,4.0,9.0,3.0,California,"91,754",2.0,6.0,3.0,Scientist,2.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,2.0,58.0,5.0,8.0,10.0,7.0,12.0,35.0,10.0,10.0,20.0,5.0,20.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,8.0,8.0,1,10.0,10.0,10.0,9.0,5.0,6.0,8.0,10.0,1.0,4.0,4.0,1.0,3.0,35.0,10.0,15.0,20.0,10.0,10.0,40.0,10.0,10.0,15.0,5.0,20.0,40.0,10.0,10.0,15.0,5.0,20.0,8.0,8.0,8.0,8.0,7.0
7569,516,8.0,0,15,2,21,22,18,18.0,16,6,536.0,1,0.44,0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,1,10.0,8.0,9.0,9.0,9.0,7.0,9.0,6.0,2.0,27.0,Biochemistry & Molecular Biophysics,10.0,4.0,9.0,3.0,California,"91,754",2.0,6.0,3.0,Scientist,2.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,2.0,58.0,5.0,8.0,10.0,7.0,12.0,35.0,10.0,10.0,20.0,5.0,20.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,8.0,8.0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,0.0,4.0,4.0,1.0,3.0,35.0,10.0,15.0,20.0,10.0,10.0,40.0,10.0,10.0,15.0,5.0,20.0,40.0,10.0,10.0,15.0,5.0,20.0,8.0,8.0,8.0,8.0,7.0
7574,516,8.0,0,15,2,21,22,18,18.0,18,11,541.0,1,-0.27,1,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,1,7.0,6.0,10.0,7.0,9.0,4.0,6.0,4.0,2.0,27.0,Biochemistry & Molecular Biophysics,10.0,4.0,9.0,3.0,California,"91,754",2.0,6.0,3.0,Scientist,2.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,2.0,58.0,5.0,8.0,10.0,7.0,12.0,35.0,10.0,10.0,20.0,5.0,20.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,8.0,8.0,1,6.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,0.0,4.0,4.0,1.0,3.0,35.0,10.0,15.0,20.0,10.0,10.0,40.0,10.0,10.0,15.0,5.0,20.0,40.0,10.0,10.0,15.0,5.0,20.0,8.0,8.0,8.0,8.0,7.0
7582,516,8.0,0,15,2,21,22,18,18.0,12,19,549.0,1,0.49,0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,1,5.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,27.0,Biochemistry & Molecular Biophysics,10.0,4.0,9.0,3.0,California,"91,754",2.0,6.0,3.0,Scientist,2.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,2.0,58.0,5.0,8.0,10.0,7.0,12.0,35.0,10.0,10.0,20.0,5.0,20.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,8.0,8.0,1,6.0,7.0,7.0,8.0,7.0,6.0,6.0,5.0,0.0,4.0,4.0,1.0,3.0,35.0,10.0,15.0,20.0,10.0,10.0,40.0,10.0,10.0,15.0,5.0,20.0,40.0,10.0,10.0,15.0,5.0,20.0,8.0,8.0,8.0,8.0,7.0
7584,516,8.0,0,15,2,21,22,18,18.0,20,21,551.0,1,0.53,0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,1,5.0,6.0,7.0,7.0,7.0,5.0,7.0,9.0,2.0,27.0,Biochemistry & Molecular Biophysics,10.0,4.0,9.0,3.0,California,"91,754",2.0,6.0,3.0,Scientist,2.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,2.0,58.0,5.0,8.0,10.0,7.0,12.0,35.0,10.0,10.0,20.0,5.0,20.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,8.0,8.0,1,7.0,8.0,7.0,7.0,7.0,8.0,7.0,9.0,0.0,4.0,4.0,1.0,3.0,35.0,10.0,15.0,20.0,10.0,10.0,40.0,10.0,10.0,15.0,5.0,20.0,40.0,10.0,10.0,15.0,5.0,20.0,8.0,8.0,8.0,8.0,7.0
7585,516,8.0,0,15,2,21,22,18,18.0,9,22,552.0,1,0.59,0,25.0,2.0,70.0,0.0,15.0,15.0,0.0,0.0,1,8.0,7.0,8.0,9.0,8.0,8.0,8.0,6.0,2.0,27.0,Biochemistry & Molecular Biophysics,10.0,4.0,9.0,3.0,California,"91,754",2.0,6.0,3.0,Scientist,2.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,2.0,58.0,5.0,8.0,10.0,7.0,12.0,35.0,10.0,10.0,20.0,5.0,20.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,8.0,8.0,1,7.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,0.0,4.0,4.0,1.0,3.0,35.0,10.0,15.0,20.0,10.0,10.0,40.0,10.0,10.0,15.0,5.0,20.0,40.0,10.0,10.0,15.0,5.0,20.0,8.0,8.0,8.0,8.0,7.0
7626,518,10.0,0,19,2,21,22,6,6.0,22,19,549.0,1,0.48,1,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,1,7.0,7.0,8.0,8.0,7.0,6.0,6.0,5.0,2.0,23.0,Theater,15.0,2.0,2.0,1.0,San Diego,"92,028",5.0,7.0,2.0,Actress,6.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,4.0,2.0,20.0,25.0,25.0,30.0,5.0,5.0,30.0,20.0,15.0,20.0,5.0,10.0,35.0,10.0,10.0,30.0,5.0,10.0,6.0,9.0,8.0,8.0,7.0,1,7.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,0.0,2.0,6.0,3.0,2.0,25.0,20.0,30.0,25.0,5.0,5.0,30.0,20.0,20.0,20.0,5.0,5.0,30.0,10.0,10.0,40.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0
7678,521,13.0,0,25,2,21,22,8,8.0,13,5,535.0,1,-0.18,1,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,1,6.0,7.0,7.0,5.0,7.0,5.0,6.0,7.0,2.0,26.0,Social Work,11.0,2.0,3.0,1.0,Salt Lake City,"84,108",1.0,3.0,1.0,Exec. Director of social service non-profit,9.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,10.0,30.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,7.0,9.0,9.0,8.0,8.0,1,8.0,8.0,9.0,9.0,9.0,6.0,8.0,5.0,0.0,4.0,7.0,1.0,2.0,10.0,20.0,20.0,20.0,15.0,15.0,20.0,20.0,10.0,20.0,10.0,20.0,25.0,10.0,15.0,20.0,10.0,20.0,7.0,10.0,8.0,9.0,8.0
7681,521,13.0,0,25,2,21,22,8,8.0,1,8,538.0,1,0.33,1,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,1,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,26.0,Social Work,11.0,2.0,3.0,1.0,Salt Lake City,"84,108",1.0,3.0,1.0,Exec. Director of social service non-profit,9.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,10.0,30.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,7.0,9.0,9.0,8.0,8.0,1,8.0,9.0,9.0,10.0,10.0,8.0,8.0,6.0,0.0,4.0,7.0,1.0,2.0,10.0,20.0,20.0,20.0,15.0,15.0,20.0,20.0,10.0,20.0,10.0,20.0,25.0,10.0,15.0,20.0,10.0,20.0,7.0,10.0,8.0,9.0,8.0
7691,521,13.0,0,25,2,21,22,8,8.0,22,18,548.0,1,0.1,1,30.0,2.0,40.0,10.0,20.0,10.0,0.0,20.0,1,6.0,8.0,8.0,7.0,3.0,2.0,8.0,6.0,2.0,26.0,Social Work,11.0,2.0,3.0,1.0,Salt Lake City,"84,108",1.0,3.0,1.0,Exec. Director of social service non-profit,9.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,10.0,30.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,7.0,9.0,9.0,8.0,8.0,1,9.0,7.0,8.0,9.0,8.0,6.0,8.0,3.0,0.0,4.0,7.0,1.0,2.0,10.0,20.0,20.0,20.0,15.0,15.0,20.0,20.0,10.0,20.0,10.0,20.0,25.0,10.0,15.0,20.0,10.0,20.0,7.0,10.0,8.0,9.0,8.0
7694,521,13.0,0,25,2,21,22,8,8.0,10,21,551.0,1,-0.02,0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,1,8.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,2.0,26.0,Social Work,11.0,2.0,3.0,1.0,Salt Lake City,"84,108",1.0,3.0,1.0,Exec. Director of social service non-profit,9.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,10.0,30.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,7.0,9.0,9.0,8.0,8.0,1,9.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,0.0,4.0,7.0,1.0,2.0,10.0,20.0,20.0,20.0,15.0,15.0,20.0,20.0,10.0,20.0,10.0,20.0,25.0,10.0,15.0,20.0,10.0,20.0,7.0,10.0,8.0,9.0,8.0
7704,522,14.0,0,27,2,21,22,4,4.0,1,9,539.0,1,0.57,1,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,1,9.0,6.0,10.0,9.0,8.0,8.0,8.0,10.0,1.0,22.0,Law,1.0,2.0,3.0,6.0,Pennsylvania,"19,087",1.0,6.0,2.0,Assistant District Attorney,1.0,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,5.0,3.0,5.0,10.0,20.0,15.0,20.0,15.0,20.0,10.0,20.0,15.0,20.0,15.0,20.0,20.0,15.0,15.0,20.0,10.0,20.0,7.0,7.0,7.0,9.0,8.0,1,6.0,4.0,8.0,10.0,7.0,8.0,8.0,9.0,1.0,4.0,7.0,3.0,2.0,15.0,15.0,20.0,20.0,10.0,20.0,15.0,15.0,20.0,20.0,10.0,20.0,20.0,15.0,20.0,20.0,10.0,15.0,7.0,8.0,9.0,9.0,7.0
7711,522,14.0,0,27,2,21,22,4,4.0,5,16,546.0,1,-0.16,1,30.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,1,7.0,8.0,8.0,8.0,6.0,9.0,7.0,7.0,2.0,22.0,Law,1.0,2.0,3.0,6.0,Pennsylvania,"19,087",1.0,6.0,2.0,Assistant District Attorney,1.0,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,5.0,3.0,5.0,10.0,20.0,15.0,20.0,15.0,20.0,10.0,20.0,15.0,20.0,15.0,20.0,20.0,15.0,15.0,20.0,10.0,20.0,7.0,7.0,7.0,9.0,8.0,1,10.0,8.0,9.0,9.0,7.0,8.0,9.0,7.0,0.0,4.0,7.0,3.0,2.0,15.0,15.0,20.0,20.0,10.0,20.0,15.0,15.0,20.0,20.0,10.0,20.0,20.0,15.0,20.0,20.0,10.0,15.0,7.0,8.0,9.0,9.0,7.0
7740,524,16.0,0,31,2,21,22,11,11.0,20,1,531.0,1,-0.15,1,25.0,4.0,15.0,30.0,20.0,20.0,10.0,5.0,1,5.0,10.0,10.0,10.0,10.0,3.0,4.0,1.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,5.0,9.0,9.0,7.0,7.0,5.0,7.0,3.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7744,524,16.0,0,31,2,21,22,11,11.0,16,5,535.0,1,0.3,0,23.0,2.0,23.0,14.0,19.0,16.0,10.0,18.0,1,7.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,7.0,9.0,8.0,9.0,7.0,7.0,8.0,3.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7745,524,16.0,0,31,2,21,22,11,11.0,9,6,536.0,1,0.51,0,29.0,2.0,30.0,20.0,20.0,20.0,10.0,0.0,1,8.0,8.0,9.0,9.0,8.0,7.0,8.0,6.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,7.0,8.0,7.0,7.0,7.0,5.0,5.0,3.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7747,524,16.0,0,31,2,21,22,11,11.0,4,8,538.0,1,0.37,0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,1,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,4.0,9.0,9.0,7.0,8.0,4.0,7.0,5.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7748,524,16.0,0,31,2,21,22,11,11.0,8,9,539.0,1,0.2,0,22.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,1,7.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,6.0,8.0,9.0,9.0,9.0,8.0,7.0,4.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7751,524,16.0,0,31,2,21,22,11,11.0,6,12,542.0,1,0.33,1,23.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,1,6.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,6.0,8.0,9.0,6.0,8.0,6.0,6.0,6.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7755,524,16.0,0,31,2,21,22,11,11.0,12,16,546.0,1,0.02,0,30.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,1,7.0,7.0,6.0,7.0,6.0,7.0,5.0,7.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,8.0,8.0,9.0,8.0,8.0,7.0,5.0,2.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7757,524,16.0,0,31,2,21,22,11,11.0,3,18,548.0,1,-0.36,0,30.0,2.0,40.0,10.0,20.0,10.0,0.0,20.0,1,9.0,7.0,7.0,8.0,4.0,6.0,9.0,9.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,8.0,6.0,7.0,7.0,7.0,4.0,6.0,4.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7758,524,16.0,0,31,2,21,22,11,11.0,5,19,549.0,1,0.16,0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,1,6.0,8.0,10.0,7.0,7.0,6.0,7.0,5.0,2.0,25.0,medicine,4.0,4.0,9.0,6.0,Michigan,"48,306",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,1,6.0,9.0,7.0,7.0,7.0,4.0,6.0,3.0,0.0,3.0,8.0,3.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0
7885,530,22.0,0,43,2,21,22,2,2.0,20,14,544.0,1,0.18,1,23.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,1,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,22.0,Mechanical Engineering,5.0,4.0,1.0,1.0,China,"471,001",2.0,7.0,3.0,dont know yet,10.0,7.0,10.0,5.0,6.0,3.0,8.0,6.0,7.0,6.0,3.0,5.0,8.0,10.0,9.0,10.0,6.0,3.0,8.0,20.0,20.0,10.0,15.0,5.0,30.0,30.0,20.0,20.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,3.0,9.0,9.0,9.0,7.0,1,7.0,8.0,7.0,7.0,7.0,6.0,6.0,4.0,1.0,6.0,8.0,1.0,1.0,10.0,20.0,10.0,20.0,10.0,30.0,30.0,20.0,10.0,20.0,10.0,10.0,30.0,20.0,10.0,15.0,10.0,15.0,3.0,8.0,9.0,8.0,8.0
7909,531,1.0,1,2,2,21,22,11,14.0,20,16,524.0,1,-0.15,1,25.0,4.0,15.0,20.0,25.0,20.0,10.0,10.0,1,5.0,9.0,9.0,7.0,7.0,5.0,7.0,3.0,2.0,25.0,ELECTRICAL ENGINEERING,5.0,4.0,5.0,1.0,"BEIJING, CHINA","11,572",2.0,7.0,2.0,TEACHING,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,7.0,15.0,30.0,20.0,20.0,10.0,5.0,15.0,30.0,20.0,20.0,10.0,5.0,30.0,30.0,0.0,20.0,0.0,20.0,10.0,10.0,6.0,10.0,10.0,1,5.0,10.0,10.0,10.0,10.0,3.0,4.0,1.0,0.0,2.0,3.0,1.0,2.0,30.0,30.0,20.0,20.0,0.0,0.0,30.0,30.0,20.0,20.0,0.0,0.0,50.0,10.0,0.0,40.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0
7982,535,5.0,1,10,2,21,22,21,18.0,4,1,509.0,1,0.39,0,28.0,4.0,10.0,20.0,30.0,10.0,10.0,20.0,1,3.0,7.0,6.0,6.0,5.0,4.0,5.0,4.0,2.0,23.0,Biochemistry,10.0,2.0,5.0,6.0,Maryland,"19,380",1.0,5.0,3.0,Science,2.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,6.0,23.0,14.0,19.0,16.0,10.0,18.0,30.0,10.0,15.0,20.0,10.0,15.0,20.0,15.0,15.0,20.0,20.0,10.0,6.0,7.0,6.0,7.0,5.0,1,6.0,8.0,8.0,6.0,7.0,6.0,7.0,5.0,0.0,8.0,7.0,1.0,3.0,20.0,15.0,20.0,15.0,10.0,20.0,25.0,15.0,15.0,20.0,10.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,7.0,8.0,7.0,7.0,6.0
7984,535,5.0,1,10,2,21,22,15,18.0,20,3,511.0,1,0.24,0,23.0,4.0,20.0,10.0,10.0,30.0,15.0,15.0,1,6.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,2.0,23.0,Biochemistry,10.0,2.0,5.0,6.0,Maryland,"19,380",1.0,5.0,3.0,Science,2.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,6.0,23.0,14.0,19.0,16.0,10.0,18.0,30.0,10.0,15.0,20.0,10.0,15.0,20.0,15.0,15.0,20.0,20.0,10.0,6.0,7.0,6.0,7.0,5.0,1,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,0.0,8.0,7.0,1.0,3.0,20.0,15.0,20.0,15.0,10.0,20.0,25.0,15.0,15.0,20.0,10.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,7.0,8.0,7.0,7.0,6.0
